id,x,y,ra,dec,flux,flux_err,mag,mag_err,flag,a,b
6985,5228.932412098258,3641.246395041609,317.80256783384027,54.405548301420254,500127.2170312501,5897.337818205029,-14.247701223975902,0.012802648931850538,0,2.717783212661743,2.0860159397125244
4035,72.49630313396325,2387.4610677786777,332.073614177395,56.20938995998116,494636.37921875005,5896.872264533017,-14.235715136072834,0.012943746116187116,0,4.305332660675049,2.2862205505371094
4143,61.889729038026886,2451.201687793865,332.0791797783122,56.10886185425162,491871.9578125,5871.988788546219,-14.229630159089716,0.01296156595308235,0,3.3085124492645264,2.033435821533203
4040,34.773051559255066,2386.882000047256,332.17776104786554,56.20287787078207,487079.68953125004,5892.130191155933,-14.219000051354975,0.013133988563232826,0,6.4681549072265625,1.9701553583145142
5395,5209.031087570622,3055.3847835674396,317.73505027192573,55.323831082868395,486931.72296875005,5883.906438155586,-14.218670172971263,0.013119642742448631,0,2.3648242950439453,2.172259569168091
6634,4932.453254718619,3506.116146931148,318.57584472168554,54.652932099774496,484602.9078125001,5896.021457967441,-14.213465039377503,0.01320983398519537,0,2.7058937549591064,2.285125970840454
985,5153.246097055969,527.3732282212071,317.29492174579275,59.28756919238562,482542.0739062501,5883.533404673271,-14.208837966058,0.013238151810568768,0,11.52840805053711,8.032331466674805
6540,5113.928521178858,3472.165583090929,318.07888396738906,54.68441493117477,481770.65859375015,5891.679655123296,-14.20710086628918,0.01327770754465626,0,2.176055669784546,1.9800058603286743
6951,4955.084354371553,3623.791703178054,318.53526830118386,54.46636519605929,473709.67359375005,5874.55850882377,-14.188780633793133,0.013464409142444095,0,2.768779754638672,2.389756441116333
3188,125.61111044843089,1891.1829832416709,332.1116559678182,56.98669641677028,468210.1642187501,5886.423450552869,-14.176102093543557,0.013650073290200017,0,11.261707305908203,6.609768867492676
6622,1410.078918129007,3498.24375142195,328.1132226580564,54.68383076723678,466123.71515625005,5890.351620672254,-14.171252998156877,0.013720323178956446,0,3.3138599395751953,2.9111204147338867
4774,1503.9436988637,2785.9272528805477,328.00352077372435,55.80352847119576,466123.42921875004,5894.45413539021,-14.171252332125992,0.013729887538169666,0,4.9481892585754395,3.490001916885376
5316,5020.465544271886,3024.6215532815104,318.2476138621606,55.3958963577806,462010.06140625,5877.676895373397,-14.161628583726,0.013812700497805497,0,2.4763424396514893,2.2648017406463623
6194,24.173058436268605,3345.9460845801123,331.85809297336226,54.7205001820435,460655.41218750004,5877.561657455199,-14.15844044501171,0.013853047892987438,0,1.795781135559082,1.6607787609100342
1872,23.26749344967227,1089.717093258768,332.7215333266461,58.20318471009898,458463.96187500015,5893.80438145643,-14.153263007736207,0.013957731322083833,0,11.5709810256958,8.949692726135254
1234,236.43383828162828,697.6383917470424,332.25625757799065,58.85373950548489,458268.8243750001,5881.470230679996,-14.152800783945299,0.013934452502557752,0,3.022831916809082,2.5682075023651123
781,174.14350365434373,439.0775832429502,332.54728255621467,59.23971476311705,457881.29515625007,5893.75495080651,-14.151882256469673,0.013975375713654,0,2.4535341262817383,2.074974775314331
1277,388.7267085710474,724.8723207455286,331.7941138224338,58.84250034448368,457333.22468750016,5885.49947750295,-14.150581883696054,0.01397252489183662,0,4.844013214111328,3.2975029945373535
3930,31.592182017499464,2352.2458061606417,332.19954018106074,56.255735611557434,456796.18109375006,5869.001325276196,-14.149306161163416,0.013949738391788395,0,3.7293784618377686,2.5552427768707275
5498,5217.1331882696295,3092.6496137855534,317.72072214623165,55.26447818267685,453248.0162500001,5893.3618708891445,-14.140839779941128,0.014117295876781342,0,2.0378823280334473,1.7611920833587646
5986,4650.558024441776,3269.8606168073356,319.30432100596045,55.05229882550442,452411.65578125016,5893.290912621,-14.138834463535126,0.014143223825556177,0,2.2835912704467773,2.0491864681243896
5872,725.4628521881954,3226.625830275487,330.02102786092576,55.021204005257246,450729.17500000005,5889.044716675193,-14.134789175471589,0.014185789194439956,0,2.7581396102905273,2.15553617477417
4924,1306.734882664294,2862.2410598928504,328.53114426516555,55.66323952953826,449886.90859375003,5893.076703522002,-14.132758389180776,0.01422207806497487,0,2.5019726753234863,2.3390045166015625
6352,242.38453050836517,3406.4058497824362,331.2582514193296,54.66613489118892,449792.3462500002,5880.749577753673,-14.132530152817555,0.014195312083266118,0,2.0192785263061523,1.8027008771896362
4036,69.4135081986687,2400.6533736911592,332.0772144489689,56.188409406217204,449458.37734375,5868.3761597518405,-14.131723698866647,0.01417596996953749,0,5.3018412590026855,2.559232473373413
3873,266.7596959921711,2324.3523272245448,331.5594706031633,56.34380724977005,448986.2590625001,5888.896735303015,-14.130582624754137,0.014240499040997157,0,3.046576738357544,2.6571707725524902
6909,1154.5561727193308,3609.2536051723873,328.7729123772057,54.483236461227065,448376.61015625007,5892.948560369101,-14.129107373182563,0.014269672993291047,0,2.683603286743164,2.3363447189331055
5317,169.7226521027917,3022.4965397329415,331.5816940384118,55.246506750517874,448203.4707812501,5888.8302718605555,-14.128688038213518,0.014265209099541256,0,2.914003849029541,2.3107402324676514
752,307.0504382035554,421.68520304243884,332.1561180044368,59.294668761292634,448059.9368750001,5892.921691476563,-14.128340283393612,0.014279693196550132,0,4.709681987762451,3.409790277481079
6040,413.37322477212234,3288.0398374496417,330.8404383852357,54.877826981060274,447790.3942187502,5876.467137593705,-14.12768693267354,0.014248392126607385,0,3.226107120513916,2.323774576187134
77,4829.873256989199,30.697358684779083,318.1720644706633,60.10748052125683,447518.8510937501,5888.7721429083795,-14.127028335183233,0.01428689115888739,0,4.4268479347229,3.9052045345306396
4795,4624.014811168785,2795.765384533637,319.3067938135007,55.79758251281296,446176.44421875005,5876.329812835454,-14.123766595193068,0.014299598536777473,0,4.488598346710205,3.8625760078430176
896,5148.6650176134235,485.05694042433333,317.2976584742231,59.354379613649904,445601.14390625,5892.713065210816,-14.122365742619829,0.014357979117972586,0,9.089529991149902,5.720794677734375
6483,42.243227035249106,3450.8395712702923,331.7735683155916,54.56203796405041,444896.264375,5888.549461826317,-14.12064689789374,0.014370566480695079,0,1.901719570159912,1.5088346004486084
6706,853.990138662397,3532.4479230517572,329.593329910194,54.56476848702278,444013.00875000004,5872.0303991677365,-14.118489235790934,0.01435875948266739,0,2.6695289611816406,2.298222064971924
