     A0Ve             : 2
     DA3+dM7          : 2
     M3-4e            : 2
     C7,4(Np)         : 2
     A0p(4200-Si)     : 2
     F7Ib             : 2
     M2Ve+M8Ve        : 2
     B2IIIe           : 2
     M2II             : 2
     G0Ib-G2Ib        : 2
     M2-M3IIIe        : 2
     M0Iab            : 2
     OB-e:            : 2
     F8Ib-G3Ib        : 2
     M0.5             : 2
     M0.8Ib           : 2
     C5,5(N3)         : 2
     M1e-M7III        : 2
     F1III            : 2
     M5Ve+M5Ve        : 2
     F2III/IV         : 2
     F7V+F5IV         : 2
     A2p(Sr-Cr)       : 2
     G1.2V            : 2
     M4-4.5III        : 2
     B2ea             : 2
     K3Iab            : 2
     M1.1Iab          : 2
     K1IIIe           : 2
     C4,5(N3)         : 2
     S7,8             : 2
     F6Iab-G2         : 2
     A2-F0            : 2
     pec+M4.5V        : 2
     B2III/IV         : 2
     M5e-M8e          : 2
     Beq              : 2
     M5-M6.5e         : 2
     F4IIIp(Sr)       : 2
     F8Ib-II          : 2
     K6-K7            : 2
     B9IV(Si)         : 2
     C3,8-C5,5(R6-N6) : 2
     A8III            : 2
     B0.5IV:nn        : 2
     C6,3e-C7,5e(N6e) : 2
     G5IV+G5IV        : 2
     F0-F6II-III      : 2
     C:(N:)           : 2
     A2V+A8V          : 2
     A7III-IV         : 2
     A-F:             : 2
     F7+F0:           : 2
     A2:V:m+G8IIIe    : 2
     M5IIIab          : 2
     MIII             : 2
     F0-F5:           : 2
     C4-5,4-5(N)      : 2
     M2-M4            : 2
     C6,4e(N5)        : 2
     G4p              : 2
     M5.5e:-M7e       : 2
     F7Ib-G3Ib        : 2
     K0Ve             : 2
     K5V+pec(UG)      : 2
     B1-B9Veq+K0III-M : 2
     B9p(Si-Cr-Eu)    : 2
     M1-M2p           : 2
     B3Vn+B3          : 2
     F7-F8            : 2
     C5:,3:           : 2
     C7,2.5           : 2
     B0.5V:p          : 2
     Am+Am            : 2
     K3IV+G0IV        : 2
     M4-M6ep          : 2
     C5-,4(N)         : 2
     G9IV+K1IV        : 2
     A5-F2III-IVep    : 2
     B9p(Si-Eu-Cr)    : 2
     A7+K3            : 2
     B9p(Si-Cr)       : 2
     K4V+M0V          : 2
     OB+M2ep          : 2
     DQ7              : 2
     M5e-M9e          : 2
     C4,5J(N)         : 2
     A8IV             : 2
     C4,4-C6,2(Nb/R9) : 2
     B2.5V            : 2
     F3-F6            : 2
     B1IIIpe          : 2
     C5,5(R)          : 2
     A8m              : 2
     C5,5(N4)         : 2
     F5Ib-G0Ib        : 2
     A5III:           : 2
     A5Ib-F4Ib        : 2
     B2III:nn         : 2
     B0.5IIInea       : 2
     C4,3(N)          : 2
     M1-M2            : 2
     B7IIIn+shell     : 2
     F2V-IV           : 2
     K4/K5III         : 2
     M2(S5,1)         : 2
     C9,1e(Ne)(Tc)/CS : 2
     M5ea:            : 2
     B-Aea            : 2
     O5               : 2
     B0III:p:         : 2
     F8-G0eIa         : 2
     B5Ve             : 2
     MC:              : 2
     O9.5-B0IV-V      : 2
     C6,4(N1)         : 2
     A3/5             : 2
     B9p+B9(Hg-Mn)    : 2
     A7-F8            : 2
     F5e-G6           : 2
     O9Ib             : 2
     M2.5e            : 2
     M6e-M8.5e(Tc)    : 2
     B4V              : 2
     K5Ib             : 2
     C7,2(N0)         : 2
     A0VpSr(SiCr)     : 2
     F6:              : 2
     M3IIIe-M7        : 2
     Gea-K5e          : 2
     F2-F8            : 2
     B1II+WN4.5       : 2
     G-K:             : 2
     M8.1-M9.0        : 2
     A2Iae            : 2
     Ke               : 2
     K0:              : 2
     M3e-M8.0e        : 2
     B1Vpe            : 2
     M5IIb-IIIa(S)    : 2
     B3V+A4IV         : 2
     M7p              : 2
     O9IIInn+O9III    : 2
     B9Iapeq          : 2
     B8Iaea           : 2
     B9.5Vp+B9.5Vp    : 2
     A0p(Cr-Eu-Sr)    : 2
     WN5              : 2
     M4/5 III         : 2
     M2.0e-M8.2e      : 2
     M2-M5            : 2
     A5:-F6:          : 2
     A5-F2            : 2
     C5,2-C7,4e(N3e)  : 2
     pec(e)+dK-M      : 2
     B0IV             : 2
     F0p(Sr-Eu)       : 2
     DO               : 2
     B5ea+F0          : 2
     A8-F7            : 1
     M5/7             : 1
     B0.5Ve           : 1
     K3ep-M7.5e       : 1
     M6e-M7           : 1
     M5-6             : 1
     A5.0-F7.0        : 1
     M7IIIab+Be       : 1
     C5,5(R8)         : 1
     A4m+A5m          : 1
     B8V+G2IV-III     : 1
     F8IV-V+G5IV      : 1
     O5V(f)n          : 1
     G5Vep            : 1
     F6-F8V           : 1
     A0ea             : 1
     M5e-M8.2e        : 1
     F1V+G5:V         : 1
     A6-F0            : 1
     M1-M2Ia-Iab      : 1
     C6,0-C7,3eaV(n)  : 1
     B5Vp(Mn-He weak) : 1
     B1Iabe           : 1
     K2III-IVp        : 1
     dA               : 1
     F0V+F5:V         : 1
     M3.5IIIe-M8.5e   : 1
     M3.2IIIaS        : 1
     M4-5             : 1
     M7eIII           : 1
     F3-F7            : 1
     A5n+F3           : 1
     M2.5V            : 1
     Ap(SrEuCr)       : 1
     DB               : 1
     M2epIab+B2V-B3V  : 1
     A2V+Ap           : 1
     B5Vea+F6IV       : 1
     eaV              : 1
     C5,3             : 1
     G2III-IV         : 1
     WN6+M3III        : 1
     A5-A9            : 1
     A/F              : 1
     S7.5,1e(M7e)     : 1
     M8Ve             : 1
     O9.7Ibpeq        : 1
     C6,4(C5II)       : 1
     M3e-M7           : 1
     M6.5-M10ep       : 1
     M2epIab+B2V      : 1
     B1V+B2III        : 1
     C5,4J(Nb)        : 1
     F5II+Be          : 1
     B8Ve             : 1
     B4-6e+K          : 1
     B7Vne            : 1
     K1III+A5IIIe     : 1
     M4Ia-Iab         : 1
     B0.5Vea+B3V      : 1
     M5III+pec(e)     : 1
     B0.5Vp+B2V       : 1
     M4(S)e-M8        : 1
     M4-M9            : 1
     K7-M0e(T)        : 1
     F7+G             : 1
     C5,4-5(N4)       : 1
     B1III-IV+B2V     : 1
     C(N)e            : 1
     M6+              : 1
     F2I-IIpeaq       : 1
     M3/4III          : 1
     C4,5J(N7)        : 1
     B0Vn             : 1
     A2e+G5           : 1
     M3.5II           : 1
     F3-F9            : 1
     M8:              : 1
     M4e-M7.5e        : 1
     G6V              : 1
     S3,9             : 1
     kA2.5hF0mF0      : 1
     DBe              : 1
     F6:-G2           : 1
     pec(e)+M4-6      : 1
     S5,6(M2)         : 1
     B7e-A0III        : 1
     A5IV/V           : 1
     F5-F7Ib-II       : 1
     M3/6-M7          : 1
     F7III            : 1
     M6-7IIIaS        : 1
     S5,2e            : 1
     A0:III:          : 1
     A7V-F0V          : 1
     A2V+A7V          : 1
     B8-A0            : 1
     M6e-M8.2e        : 1
     S3,5e-S8,6e      : 1
     sgF1             : 1
     A3:p             : 1
     F0III-F3III      : 1
     C0ev             : 1
     B6IIIe           : 1
     F4+F5:           : 1
     G6IV             : 1
     M9II I           : 1
     G8Ve+K4Ve        : 1
     B8pHew           : 1
     G8-K2            : 1
     pec(cont-e)      : 1
     A3Ia comp        : 1
     K6:Vea           : 1
     A7IV             : 1
     M3-M8.5          : 1
     A7:m+A5:m        : 1
     M2e-M7e          : 1
     G8V+G8V          : 1
     Bpeq+M5          : 1
     B9n+A0n:V        : 1
     K0IIIe           : 1
     M2.5e(T)         : 1
     C4-5,4-5(N3)     : 1
     B5eaIb+B5        : 1
     K2Ve-M1.5Vea     : 1
     M2:-M8-9eIII     : 1
     F8Ib             : 1
     B3Ibe            : 1
     C5,4(R3)         : 1
     B5+F2            : 1
     A2II+B6e         : 1
     G5Iab            : 1
     F0+F0            : 1
     B8II/III         : 1
     G0I              : 1
     B1npe            : 1
     M4e-M9           : 1
     O7.5III(f)       : 1
     O9.5III          : 1
     C6,3(N3)         : 1
     G3/G5V           : 1
     B8.5IV+B9.5V     : 1
     A6Vep+G0-G2III-I : 1
     Be+M4            : 1
     M2e-M7           : 1
     A4/5V            : 1
     B9pSiCr          : 1
     F6-F9e           : 1
     A5mF0            : 1
     M0-M4III         : 1
     B6Iae            : 1
     B2.5Ve           : 1
     A3V+G-K          : 1
     B9Vp(Si)         : 1
     B3p              : 1
     A9.1             : 1
     B7-A4ep/f        : 1
     B1V+B1V          : 1
     A3IIIea+K1:      : 1
     M2:e             : 1
     G2III            : 1
     M2-M7.5          : 1
     A0Vn             : 1
     B9.5p(Si)        : 1
     M8-M10           : 1
     A7Ia             : 1
     M3-M5IIIe        : 1
     B0.5Vpe          : 1
     M6.5-M7          : 1
     C6-7,3(N)        : 1
     M2Iae            : 1
     C7,2(N)          : 1
     B2V:e            : 1
     K7Ve(Li)         : 1
     F2-F3            : 1
     F2pIV-V          : 1
     B1III+B2V        : 1
     M2SIab           : 1
     M4:ea            : 1
     A7mIII           : 1
     K7-M0Ve(T:)      : 1
     A7:-F7           : 1
     A5-A7            : 1
     M6Iab            : 1
     M3ea             : 1
     K0Ve+B:          : 1
     M3.5e            : 1
     K3/K4            : 1
     M0.5V:e          : 1
     G0pe             : 1
     F5-F7            : 1
     A4-F0            : 1
     M7-M8.5          : 1
     F6-F9            : 1
     Bpe              : 1
     B5IIe:           : 1
     DA3e             : 1
     FV               : 1
     M6I-IIep         : 1
     K5.5-M1.3Iab     : 1
     A9:-F6           : 1
     F8-K1            : 1
     M4II             : 1
     M4-M5III         : 1
     B8IIIp(Hg-Mn)    : 1
     A3+K1            : 1
     A2Ve+K2IV        : 1
     A6-F4            : 1
     A7III-F4III      : 1
     G8:e             : 1
     A3Vm             : 1
     O8.5If+O9.5      : 1
     B9.5p(Si-Cr-Eu)  : 1
     M4III-M8         : 1
     F5Ia             : 1
     M4Se-M8          : 1
     KV               : 1
     M3V              : 1
     K3-4IV-V         : 1
     B9+G8II-III      : 1
     S6,5pe+G         : 1
     A4II             : 1
     C5,4(Na)         : 1
     B5III-Vne        : 1
     G3V+G9V          : 1
     S4.5,8e-S5.5,8e  : 1
     C3,5CH(R6p)      : 1
     A4V+K2           : 1
     C6,2(R2)         : 1
     M3-4III          : 1
     M2:S:            : 1
     B9V+F9III-IV     : 1
     DA+M             : 1
     F6Ib-G4Ib        : 1
     A2Ve             : 1
     C0-3,2-3(R2)     : 1
     A7IV-V           : 1
     C6,2(R9)eV       : 1
     K0V+K0           : 1
     K3Ve-M0:Ve(T)    : 1
     B9p(Si-Eu-Sr-Cr) : 1
     A5p              : 1
     WN8              : 1
     M0e-M5e          : 1
     G2V+G2V          : 1
     C5,5(N5)         : 1
     G2V-G8III        : 1
     sdB+dM           : 1
     M0:-M9           : 1
     F7-G4            : 1
     A5pSr            : 1
     F5V+F5V          : 1
     M3Ia             : 1
     B5V+A5III:       : 1
     A8Iab:           : 1
     F1-F4            : 1
     A2+A7            : 1
     B9IIIpSi         : 1
     K5p              : 1
     F8-G3            : 1
     Afhb             : 1
     M10:             : 1
     M5-M7ep          : 1
     A2-3V            : 1
     M4-M6.5          : 1
     DAe              : 1
     C6-,3(R)         : 1
     S4,5(M0)         : 1
     B6               : 1
     F4III            : 1
     G0V+G5V          : 1
     K3Ve-M0Ve(T)     : 1
     B9.5/A0IV        : 1
     F5.5-F7Ib-II     : 1
     DA+M:            : 1
     Ce(Ne)           : 1
     C8,0J:(SC)ea     : 1
     26               : 1
     A5-F7            : 1
     A7mp             : 1
     sdO              : 1
     M6.5-M9          : 1
     B2V+B8           : 1
     S4,9:(M3)        : 1
     C4,3(N0)         : 1
     M1IIIab          : 1
     G5V:             : 1
     C7,3(Ne)         : 1
     A7IV/V-A9IIIn    : 1
     F5-G5            : 1
     C4,2-C7,4(N3)    : 1
     M4IIb-IIIa       : 1
     G0-G5            : 1
     M3Iabe+B2.5      : 1
     K0-M3e           : 1
     M3Ia0            : 1
     O9V              : 1
     M4IIIe-M8        : 1
     R                : 1
     G8:              : 1
     Fe(I-II)-G2      : 1
     C2,5             : 1
     A4-F6            : 1
     M7e:             : 1
     S3,6             : 1
     B5V+B4V          : 1
     C6-,5(N3)        : 1
     M0.5Ve           : 1
     S3,9e-S6,9e      : 1
     M2e-M4           : 1
     B6V              : 1
     M2.5Vea          : 1
     F5-G3Ib          : 1
     B9p(HgMn)        : 1
     M1Ibep+B3V       : 1
     A0-A2            : 1
     A0+K1            : 1
     M1.5Ve           : 1
     F3IIIp           : 1
     M4Iab            : 1
     A4+G5            : 1
     C6,2e(N:)        : 1
     M6-M9.5          : 1
     M5IIIe-M8        : 1
     F4IV-V+K0IVe     : 1
     K5V:             : 1
     B5V+F5           : 1
     F0V+G1V          : 1
     Op+M5V           : 1
     F3+F3            : 1
     AB               : 1
     O9.5V            : 1
     pec(cont)        : 1
     G7:III+G7:III    : 1
     A7Vp(Sr-Eu  )    : 1
     A2p(Cr-Sr)       : 1
     G0Iae-K2p(M3)Ibe : 1
     C3,4(R3/N)       : 1
     A3III            : 1
     B9.5Ve+G5        : 1
     B8III/V          : 1
     A1p(Sr-Cr-Eu)    : 1
     B6Vne            : 1
     B6V+F8III-IV     : 1
     WN5.5+O7         : 1
     F5+A2            : 1
     B9V+F7IV         : 1
     B9VpSiCrSr       : 1
     M3-M6.5          : 1
     WC6-7            : 1
     B5IV:            : 1
     F7-G1            : 1
     F8eVIb-K0pIb(M2) : 1
     G3pIb            : 1
     M6III:           : 1
     A0Ia comp        : 1
     F8pIa-0-M3       : 1
     G1-G3            : 1
     M5e-M9IIIe       : 1
     C4,5J(N2)        : 1
     O8IV-B0.5IVeV    : 1
     G5Ia             : 1
     F9eV             : 1
     S2.5,5e-S6,8e:   : 1
     C8,1e(R3ep)      : 1
     O9.7Ib-IIIn:     : 1
     B8peIa+F4III     : 1
     WD+MV            : 1
     M2e-M6:          : 1
     M0.5Iab-M2.0Iab  : 1
     B0.5III/IV       : 1
     M6e-M8:          : 1
     A8III+F7V:       : 1
     M2-M8.5          : 1
     B9-A0            : 1
     M4pe             : 1
     M8-M9            : 1
     K7-M2Ve          : 1
     G8-K0e(T)        : 1
     G2Ib             : 1
     B1.5V            : 1
     B5II/III         : 1
     M1-M5:           : 1
     B9p(Si-Sr-Cr)    : 1
     C5,4-C6,4(N6)    : 1
     DQ:              : 1
     F8V+G            : 1
     A0V(m)           : 1
     A0Iae            : 1
     B5V+B5V          : 1
     G0V+G2V          : 1
     B2III-IV+B0V     : 1
     A5-F3            : 1
     B1V:e            : 1
     B1Iaea           : 1
     M4:              : 1
     C4,4-C5,4/5      : 1
     C9,1(N)          : 1
     A1+G5            : 1
     M9+              : 1
     A8-F0eq(T)       : 1
     F9IV-V           : 1
     M2II:            : 1
     S1.5,5e-S9,5e    : 1
     A1p(Si)          : 1
     dK2:             : 1
     M0.5e(T)         : 1
     M2ep             : 1
     F2Ib             : 1
     S2,9e-S5,5e      : 1
     M6p              : 1
     F2Ib-II-G0       : 1
     M3I              : 1
     M2e-M8e:         : 1
     M7-M9.5          : 1
     B2-5III-Ve(shell : 1
     M1Ibep           : 1
     M0III:           : 1
     G2-5             : 1
     A0Veq+M1III      : 1
     DAep(UG)         : 1
     M4e(S4,4e)       : 1
     B7V(n)           : 1
     M3IIIa           : 1
     S6e              : 1
     A3+K             : 1
     M2Ia-Iab         : 1
     A9III            : 1
     M0p              : 1
     B1II             : 1
     Se(M7-M8)        : 1
     B2.5IV           : 1
     K3Ve+pec(e)      : 1
     M5e-M10          : 1
     B9p(Si-Cr-Sr)    : 1
     B3Iae            : 1
     B9p(Si-Sr-Cr:)   : 1
     M2.5e-M8e        : 1
     K6.5             : 1
     M9:III:          : 1
     DA4.4            : 1
     M3-5e            : 1
     sdB+wd           : 1
     M0e-M4.5e        : 1
     M1-M6.5          : 1
     M5III-M7         : 1
     sdO+K3V          : 1
     M7-8             : 1
     O8Vpe            : 1
     M6e:-M8e         : 1
     A0pSrCrEu        : 1
     C4,4             : 1
     S5,2-S7,2        : 1
     K2IICNp          : 1
     M3+IIIa          : 1
     A0Vea            : 1
     C9,2JLi(N1p)     : 1
     M5-M9.5          : 1
     O8Vnn            : 1
     M3II-IIIS        : 1
     A0Vp(Si)         : 1
     B3Vp(He+)ea      : 1
     B4IV-Vp(He weak) : 1
     A3mV+F5          : 1
     K0IIIa           : 1
     M4II/IIIe-M6III: : 1
     S3,9e-S4.5,9e    : 1
     O9.5Ia-B1Ia(p)   : 1
     B9IV/V           : 1
     B1.5:V:npe       : 1
     M5IIIe-M9e       : 1
     A2/3V            : 1
     O9.5V(e)         : 1
     B1Iaeq           : 1
     F5-F9Ia          : 1
     C5,5-C7,4:(N5/R) : 1
     Am(A3/F1/A5)     : 1
     KO               : 1
     F2Ibe            : 1
     G5-8III          : 1
     K7V-M0           : 1
     G6-K2e(M2)       : 1
     C4,5e(N0e)       : 1
     G0V+K5:V         : 1
     G2e-K2e(M3)      : 1
     M6.5Ve           : 1
     M3III-M4III      : 1
     M5-M10           : 1
     G2V+F9V          : 1
     M2e-M3e          : 1
     C4,5(R)          : 1
     e:               : 1
     K0III-IVpeaV     : 1
     G2III(Li)        : 1
     DA+dM            : 1
     M5-M8.5          : 1
     WC8              : 1
     C5,4(N5)         : 1
     M1-M2III         : 1
     Gp(M2)-K0e(M2)   : 1
     K1III/IV         : 1
     G5-8V            : 1
     M2e-M6e          : 1
     DAN              : 1
     B7II/III         : 1
     M8II             : 1
     C7,2e(N)         : 1
     G4V+G6V          : 1
     B9p(Cr-Mn-Sr)    : 1
     B7e              : 1
     A4-F8            : 1
     M4-M8.5          : 1
     C4,3-C7,4(N)     : 1
     BN1IIIe          : 1
     B5Ib             : 1
     B9p(Cr-Eu)       : 1
     C4,3eV           : 1
     B3:pe:shell      : 1
     A1spe            : 1
     G0II             : 1
     K3V-K7:          : 1
     A7II-III-F4III   : 1
     O9.5Vep          : 1
     F8V+F7V          : 1
